type,Pole
Q,0,0,0,0
R,0
Eigenvalue,0.994587+0j,0.916229+0j,0.945962+0.00594968j,0.945962+-0.00594968j
Gain,30.9996,4.90698,0.0930444,0.371156
time,elapsed_time,theta_p,theta_p_dot,theta_w,theta_w_dot,theta_p_kf,theta_p_dot_kf,theta_w_kf,theta_w_dot_kf,log_motor_value,log_motor_direction,log_pwm_duty
1740906948.475,4.12087,-0.00879,-0.22501,2.99870,0.00000,0.06602,-0.37251,3.09720,4.13627,2.21217,1,44.00000
1740906948.485,4.13132,-0.01038,-0.21787,2.99870,0.00000,0.06502,-0.40219,3.11909,4.52964,2.18337,1,43.00000
1740906948.498,4.14361,-0.01197,-0.17989,2.99870,0.00000,0.06476,-0.41536,3.14066,4.83388,2.22575,1,44.00000
1740906948.506,4.15187,-0.01286,-0.16793,2.99870,0.00000,0.06471,-0.41995,3.16137,5.07694,2.29384,1,45.00000
1740906948.517,4.16299,-0.01431,-0.11195,2.99870,0.00000,0.06563,-0.41586,3.18090,5.28799,2.42259,1,48.00000
1740906948.527,4.17269,-0.01485,-0.04981,2.99870,0.00000,0.06758,-0.40462,3.19921,5.48021,2.61107,1,52.00000
1740906948.538,4.18334,-0.01569,-0.01133,2.99870,0.00000,0.07011,-0.39277,3.21647,5.68053,2.82378,1,56.00000
1740906948.549,4.19487,-0.01638,0.01219,2.99870,0.00000,0.07300,-0.38485,3.23302,5.91248,3.03993,1,60.00000
1740906948.559,4.20465,-0.01718,0.07389,2.99870,0.00000,0.07696,-0.37679,3.24918,6.18066,3.30000,1,66.00000
1740906948.571,4.21644,-0.01556,0.09864,3.01440,1.57001,0.08137,-0.37416,3.26794,6.51086,3.30000,1,66.00000
1740906948.581,4.22656,-0.01196,-0.40703,3.04580,3.14002,0.07702,-0.44097,3.29261,6.96588,3.28561,1,65.00000
1740906948.591,4.23636,-0.01423,-1.21793,3.09290,4.70998,0.05900,-0.59505,3.32564,7.47113,2.16143,1,43.00000
1740906948.601,4.24705,-0.02135,-1.02656,3.14000,4.71001,0.04563,-0.71093,3.36439,7.93267,1.35345,1,27.00000
1740906948.612,4.25794,-0.02756,-0.65191,3.18710,4.71001,0.03902,-0.71566,3.40580,7.92972,1.12792,1,22.00000
1740906948.623,4.26865,-0.03182,-0.53824,3.23420,4.71001,0.03393,-0.66981,3.44669,7.63173,1.08846,1,21.00000
1740906948.634,4.27952,-0.03493,-0.37290,3.24990,1.56999,0.03128,-0.60013,3.48045,7.22468,1.20014,1,24.00000
1740906948.644,4.29025,-0.03446,-0.37936,3.29700,4.71001,0.02806,-0.54395,3.51337,6.86444,1.24534,1,24.00000
1740906948.655,4.30100,-0.03601,-0.68088,3.32840,3.13997,0.01928,-0.53869,3.54360,6.58886,0.89948,1,17.00000
1740906948.666,4.31173,-0.03959,-0.41540,3.35980,3.14002,0.01526,-0.51060,3.57147,6.33560,0.82145,1,16.00000
1740906948.677,4.32236,-0.04206,-0.18350,3.39120,3.14002,0.01493,-0.44555,3.59701,5.96570,0.99531,1,19.00000
1740906948.687,4.33307,-0.04255,-0.18367,3.42260,3.13997,0.01409,-0.38807,3.62040,5.60571,1.12010,1,22.00000
1740906948.699,4.34434,-0.04371,-0.31372,3.43830,1.57001,0.01070,-0.36332,3.64004,5.33362,1.03723,1,20.00000
1740906948.708,4.35386,-0.04610,-0.23280,3.46970,3.14000,0.00870,-0.34313,3.65953,5.14332,1.00554,1,20.00000
1740906948.718,4.36420,-0.04753,-0.09190,3.48540,1.57001,0.00900,-0.30619,3.67642,4.91927,1.11426,1,22.00000
1740906948.730,4.37578,-0.04866,-0.09814,3.50110,1.56999,0.00889,-0.27456,3.69132,4.70116,1.18663,1,23.00000
1740906948.740,4.38564,-0.05045,-0.08462,3.51680,1.57001,0.00887,-0.25240,3.70475,4.54086,1.23648,1,24.00000
1740906948.750,4.39617,-0.05128,-0.05880,3.53250,1.56999,0.00920,-0.23495,3.71732,4.42124,1.28917,1,25.00000
1740906948.762,4.40755,-0.05157,0.00665,3.54820,1.57001,0.01060,-0.21548,3.72940,4.32917,1.39491,1,27.00000
1740906948.772,4.41761,-0.05151,0.02476,3.54820,0.00000,0.01217,-0.19756,3.73878,4.24300,1.50061,1,30.00000
1740906948.782,4.42735,-0.05167,0.07948,3.56390,1.57001,0.01464,-0.18178,3.74872,4.21169,1.64385,1,32.00000
1740906948.792,4.43789,-0.05158,0.10962,3.56390,0.00000,0.01755,-0.16758,3.75684,4.20270,1.80106,1,36.00000
1740906948.803,4.44896,-0.05150,0.07686,3.57960,1.57001,0.01985,-0.16618,3.76650,4.26362,1.90272,1,38.00000
1740906948.814,4.45963,-0.05159,0.14844,3.57960,0.00000,0.02345,-0.16163,3.77513,4.35569,2.07163,1,41.00000
1740906948.825,4.47117,-0.05097,0.17558,3.57960,0.00000,0.02749,-0.15672,3.78333,4.46532,2.26251,1,45.00000
1740906948.835,4.48093,-0.05020,0.20957,3.57960,0.00000,0.03213,-0.15371,3.79138,4.61589,2.47786,1,49.00000
1740906948.846,4.49175,-0.04891,0.17137,3.57960,0.00000,0.03613,-0.16135,3.79978,4.81720,2.63986,1,52.00000
1740906948.857,4.50275,-0.04796,0.13362,3.57960,0.00000,0.03960,-0.17932,3.80891,5.07349,2.75503,1,55.00000
1740906948.868,4.51341,-0.04712,0.10870,3.57960,0.00000,0.04279,-0.20193,3.81899,5.35893,2.84981,1,56.00000
1740906948.879,4.52460,-0.04676,0.05492,3.57960,0.00000,0.04519,-0.22952,3.83008,5.65471,2.89981,1,57.00000
1740906948.890,4.53588,-0.04558,-0.03359,3.59530,1.56996,0.04627,-0.26645,3.84470,5.97792,2.87334,1,57.00000
1740906948.900,4.54567,-0.04551,-0.12767,3.61100,1.57001,0.04597,-0.30949,3.86226,6.30100,2.77424,1,55.00000
1740906948.910,4.55551,-0.04553,-0.21357,3.62670,1.57001,0.04443,-0.35345,3.88220,6.59158,2.62050,1,52.00000
1740906948.920,4.56598,-0.04694,-0.16052,3.64240,1.57001,0.04405,-0.37893,3.90357,6.81342,2.56805,1,51.00000
1740906948.931,4.57705,-0.04690,-0.18981,3.65810,1.56996,0.04321,-0.39512,3.92567,6.95615,2.51773,1,50.00000
1740906948.941,4.58680,-0.04849,-0.29033,3.67380,1.57001,0.04067,-0.41725,3.94801,7.06712,2.37357,1,47.00000
1740906948.952,4.59747,-0.04920,-0.24622,3.68950,1.57001,0.03903,-0.42854,3.97008,7.13943,2.29639,1,45.00000
1740906948.962,4.60811,-0.05141,-0.18557,3.70520,1.57001,0.03843,-0.42386,3.99146,7.14129,2.30338,1,46.00000
1740906948.973,4.61842,-0.05191,-0.21086,3.72090,1.57001,0.03729,-0.41867,4.01193,7.10978,2.28366,1,45.00000
1740906948.983,4.62895,-0.05324,-0.25416,3.73660,1.56996,0.03535,-0.41984,4.03150,7.08058,2.20892,1,44.00000
1740906948.994,4.64015,-0.05472,-0.21761,3.73660,0.00000,0.03404,-0.41447,4.04759,7.01488,2.17167,1,43.00000
1740906949.004,4.64983,-0.05572,-0.22609,3.75230,1.57001,0.03250,-0.40865,4.06320,6.93204,2.12313,1,42.00000
1740906949.014,4.66014,-0.05681,-0.22344,3.76800,1.57001,0.03095,-0.40264,4.07810,6.84218,2.07273,1,41.00000
1740906949.026,4.67138,-0.05729,-0.19112,3.76800,0.00000,0.02990,-0.39074,4.08971,6.71618,2.05276,1,41.00000
1740906949.035,4.68091,-0.05798,-0.20051,3.78370,1.57001,0.02858,-0.38123,4.10107,6.59237,2.01375,1,40.00000
1740906949.046,4.69141,-0.05892,-0.19458,3.79940,1.56999,0.02732,-0.37303,4.11205,6.47613,1.97258,1,39.00000
1740906949.057,4.70282,-0.05961,-0.18055,3.79940,0.00000,0.02622,-0.36226,4.12017,6.33537,1.93981,1,38.00000
1740906949.067,4.71236,-0.06031,-0.18946,3.79940,0.00000,0.02486,-0.35276,4.12588,6.18109,1.88766,1,37.00000
1740906949.077,4.72285,-0.06162,-0.24930,3.79940,0.00000,0.02237,-0.35118,4.12953,6.02372,1.76034,1,35.00000
1740906949.088,4.73423,-0.06218,-0.15257,3.79940,0.00000,0.02158,-0.33780,4.13113,5.84825,1.73630,1,34.00000
1740906949.098,4.74375,-0.06279,-0.20732,3.81510,1.57001,0.01968,-0.32967,4.13354,5.66597,1.64995,1,32.00000
1740906949.108,4.75422,-0.06373,-0.25520,3.81510,0.00000,0.01690,-0.32842,4.13395,5.48438,1.50270,1,30.00000
1740906949.120,4.76598,-0.06524,-0.24040,3.81510,0.00000,0.01436,-0.32387,4.13268,5.28345,1.37156,1,27.00000
1740906949.130,4.77565,-0.06633,-0.18553,3.81510,0.00000,0.01270,-0.30895,4.12968,5.04191,1.30329,1,26.00000
1740906949.142,4.78757,-0.06689,-0.27046,3.81510,0.00000,0.00940,-0.30222,4.12512,4.78056,1.13645,1,22.00000
1740906949.152,4.79743,-0.06800,-0.32518,3.81510,0.00000,0.00511,-0.30312,4.11911,4.52358,0.90321,1,18.00000
1740906949.162,4.80809,-0.06946,-0.30593,3.81510,0.00000,0.00114,-0.29767,4.11164,4.23114,0.69761,1,13.00000
1740906949.174,4.81934,-0.07091,-0.28034,3.81510,0.00000,-0.00250,-0.28293,4.10255,3.88326,0.52720,1,10.00000
1740906949.183,4.82900,-0.07226,-0.36547,3.81510,0.00000,-0.00779,-0.27484,4.09185,3.50402,0.26125,1,5.00000
1740906949.196,4.84170,-0.07403,-0.36169,3.81510,0.00000,-0.01307,-0.26486,4.07944,3.10456,-0.34285,2,6.00000
1740906949.205,4.85055,-0.07492,-0.37127,3.81510,0.00000,-0.01864,-0.25037,4.06529,2.65451,-0.61292,2,12.00000
1740906949.215,4.86101,-0.07669,-0.40371,3.81510,0.00000,-0.02517,-0.21876,4.04879,2.03780,-0.89079,2,17.00000
1740906949.227,4.87284,-0.07873,-0.42131,3.81510,0.00000,-0.03227,-0.18857,4.02945,1.39205,-1.20409,2,24.00000
1740906949.237,4.88272,-0.07976,-0.40531,3.81510,0.00000,-0.03931,-0.15592,4.00739,0.71783,-1.51439,2,30.00000
1740906949.247,4.89324,-0.08163,-0.43557,3.81510,0.00000,-0.04714,-0.12528,3.98281,0.01086,-1.87161,2,37.00000
1740906949.259,4.90478,-0.08364,-0.47169,3.81510,0.00000,-0.05584,-0.09799,3.95584,-0.72182,-2.28183,2,45.00000
1740906949.269,4.91452,-0.08588,-0.48974,3.81510,0.00000,-0.06508,-0.06996,3.92652,-1.49379,-2.71983,2,54.00000
1740906949.281,4.92660,-0.08811,-0.56361,3.81510,0.00000,-0.07586,-0.04592,3.89490,-2.31480,-3.24367,2,64.00000
1740906949.290,4.93579,-0.08929,-0.61143,3.81510,0.00000,-0.08767,-0.02207,3.86084,-3.19030,-3.30000,2,66.00000
1740906949.300,4.94629,-0.09257,-0.68828,3.81510,0.00000,-0.10108,0.00132,3.82418,-4.14260,-3.30000,2,66.00000
1740906949.312,4.95775,-0.09590,-0.74143,3.81510,0.00000,-0.11530,0.00284,3.78534,-4.99304,-3.30000,2,66.00000
1740906949.321,4.96732,-0.09912,-0.81195,3.81510,0.00000,-0.13044,-0.01932,3.74556,-5.72580,-3.30000,2,66.00000
1740906949.332,4.97782,-0.10804,-0.32184,3.76800,-4.71001,-0.13661,0.00919,3.69740,-6.46016,-3.30000,2,66.00000
1740906949.343,4.98899,-0.10775,1.27541,3.70520,-6.27999,-0.11485,0.21517,3.63861,-7.26756,-3.30000,2,66.00000
1740906949.353,4.99874,-0.09847,0.65487,3.65810,-4.71003,-0.10564,0.32332,3.57639,-7.94638,-3.30000,2,66.00000
1740906949.363,5.00928,-0.09251,-0.06975,3.59530,-6.27999,-0.10993,0.33182,3.50955,-8.52798,-3.30000,2,66.00000
1740906949.375,5.02052,-0.09423,0.15401,3.53250,-6.27999,-0.11024,0.35872,3.43829,-9.07589,-3.30000,2,66.00000
1740906949.384,5.03025,-0.09526,0.37722,3.50110,-3.14000,-0.10672,0.39950,3.36871,-9.53769,-3.30000,2,66.00000
1740906949.395,5.04069,-0.09472,0.95986,3.43830,-6.27999,-0.09326,0.50165,3.29522,-10.00385,-3.30000,2,66.00000
1740906949.406,5.05230,-0.09040,0.40019,3.37550,-6.27999,-0.09045,0.52589,3.22049,-10.38147,-3.30000,2,66.00000
1740906949.416,5.06184,-0.09043,0.48256,3.35980,-1.57001,-0.08627,0.54826,3.15212,-10.64799,-3.30000,2,66.00000
1740906949.426,5.07231,-0.09006,0.54424,3.28130,-7.85000,-0.08121,0.57737,3.07921,-10.93042,-3.30000,2,66.00000
1740906949.438,5.08336,-0.08684,0.71048,3.21850,-6.27999,-0.07345,0.62057,3.00553,-11.18505,-3.27341,2,65.00000
1740906949.448,5.09401,-0.08350,0.80411,3.17140,-4.71001,-0.06437,0.66753,2.93391,-11.38806,-2.84362,2,56.00000
1740906949.460,5.10560,-0.08101,0.66599,3.09290,-7.85000,-0.05813,0.69447,2.85951,-11.57426,-2.59398,2,51.00000
1740906949.470,5.11535,-0.07866,0.79315,3.04580,-4.70998,-0.04956,0.70942,2.78860,-11.55380,-2.25414,2,45.00000
1740906949.480,5.12593,-0.07343,0.75512,2.95160,-9.42001,-0.04171,0.71268,2.71418,-11.48504,-1.97603,2,39.00000
1740906949.491,5.13733,-0.07057,0.63701,2.87310,-7.85000,-0.03581,0.68812,2.64058,-11.29061,-1.84848,2,36.00000
1740906949.501,5.14681,-0.06869,0.56126,2.84170,-3.14000,-0.03088,0.64259,2.57601,-10.93903,-1.79456,2,35.00000
1740906949.511,5.15728,-0.06810,0.52766,2.81030,-3.14002,-0.02615,0.59426,2.51948,-10.52644,-1.73703,2,34.00000
1740906949.522,5.16823,-0.06512,0.54384,2.76320,-4.70998,-0.02079,0.55590,2.46752,-10.12215,-1.61394,2,32.00000
1740906949.533,5.17900,-0.06386,0.53347,2.71610,-4.70998,-0.01538,0.52291,2.41962,-9.72287,-1.46447,2,29.00000
1740906949.544,5.19008,-0.06042,0.34165,2.65330,-6.27999,-0.01311,0.47235,2.37293,-9.32132,-1.49756,2,29.00000
1740906949.554,5.19940,-0.05900,0.36651,2.60620,-4.71003,-0.00999,0.42703,2.32976,-8.89530,-1.46907,2,29.00000
1740906949.564,5.20992,-0.05701,0.33783,2.54340,-6.27999,-0.00716,0.39216,2.28681,-8.54324,-1.42578,2,28.00000
1740906949.576,5.22134,-0.05420,0.42298,2.48060,-6.27999,-0.00265,0.37561,2.24360,-8.23959,-1.25841,2,25.00000
1740906949.585,5.23084,-0.05229,0.25300,2.43350,-4.71001,-0.00105,0.34286,2.20275,-7.93280,-1.25952,2,25.00000
1740906949.595,5.24131,-0.05209,0.38334,2.37070,-6.27999,0.00310,0.32651,2.16089,-7.63034,-1.10257,2,22.00000
1740906949.606,5.25232,-0.05049,0.25753,2.32360,-4.71001,0.00509,0.30125,2.12105,-7.34547,-1.06304,2,21.00000
1740906949.617,5.26285,-0.04759,0.27541,2.27650,-4.71001,0.00763,0.27718,2.08260,-7.03609,-0.99100,2,19.00000
1740906949.628,5.27397,-0.04476,0.19425,2.21370,-6.27999,0.00888,0.25059,2.04293,-6.76658,-0.98660,2,19.00000
1740906949.637,5.28327,-0.04366,0.18844,2.15090,-6.27999,0.01019,0.22750,2.00204,-6.52074,-0.97184,2,19.00000
1740906949.648,5.29356,-0.04444,0.30416,2.08810,-6.27999,0.01361,0.22470,1.95964,-6.32796,-0.81181,2,16.00000
1740906949.660,5.30535,-0.04367,0.24260,2.02530,-6.28002,0.01589,0.21871,1.91583,-6.16600,-0.71459,2,14.00000
1740906949.669,5.31506,-0.04291,0.23918,1.96250,-6.28000,0.01818,0.20886,1.87070,-5.98155,-0.62749,2,12.00000
1740906949.681,5.32693,-0.04154,0.13229,1.89970,-6.27999,0.01867,0.18666,1.82468,-5.79094,-0.65474,2,13.00000
1740906949.691,5.33651,-0.04154,0.16018,1.83690,-6.28000,0.01982,0.16920,1.77774,-5.60666,-0.64082,2,12.00000
1740906949.701,5.34697,-0.04002,0.20048,1.80550,-3.14000,0.02179,0.15951,1.73491,-5.42074,-0.56245,2,11.00000
1740906949.713,5.35849,-0.03981,0.29422,1.75840,-4.70999,0.02542,0.16444,1.69262,-5.26056,-0.36992,2,7.00000
1740906949.722,5.36813,-0.03828,0.17710,1.71130,-4.71001,0.02697,0.15425,1.65120,-5.08191,-0.30974,2,6.00000
1740906949.735,5.38036,-0.03619,0.18191,1.64850,-6.27999,0.02874,0.14080,1.60807,-4.87853,-0.24928,2,4.00000
1740906949.743,5.38878,-0.03582,0.11793,1.60140,-4.71001,0.02948,0.12056,1.56635,-4.66500,-0.25023,2,5.00000
1740906949.754,5.39988,-0.03511,0.26386,1.57000,-3.14000,0.03296,0.11761,1.52797,-4.43830,0.26368,1,5.00000
1740906949.764,5.40959,-0.03468,0.23548,1.50720,-6.28000,0.03586,0.11789,1.48739,-4.26745,0.41448,1,8.00000
1740906949.774,5.41981,-0.03391,0.21713,1.47580,-3.14000,0.03874,0.09147,1.45076,-3.89912,0.50761,1,10.00000
1740906949.785,5.43069,-0.03348,0.16998,1.42870,-4.70999,0.04101,0.06077,1.41560,-3.51931,0.56510,1,11.00000
1740906949.796,5.44147,-0.03182,0.16399,1.39730,-3.14000,0.04342,0.03164,1.38439,-3.12550,0.64000,1,12.00000
1740906949.807,5.45235,-0.03159,0.13385,1.36590,-3.14000,0.04548,0.00379,1.35644,-2.73978,0.70779,1,14.00000
1740906949.817,5.46328,-0.03102,0.16362,1.33450,-3.14002,0.04825,-0.01666,1.33114,-2.36312,0.83076,1,16.00000
1740906949.828,5.47417,-0.03010,0.17965,1.30310,-3.14000,0.05142,-0.03146,1.30803,-1.99951,0.98914,1,19.00000
1740906949.839,5.48503,-0.02934,0.11731,1.27170,-3.14000,0.05360,-0.05299,1.28687,-1.62501,1.08807,1,21.00000
1740906949.850,5.49588,-0.02891,0.11459,1.24030,-3.14000,0.05591,-0.07528,1.26741,-1.23414,1.19373,1,23.00000
1740906949.861,5.50660,-0.02863,0.23690,1.22460,-1.57000,0.06053,-0.08215,1.25184,-0.83593,1.44968,1,28.00000
1740906949.872,5.51769,-0.02735,0.11878,1.20890,-1.57000,0.06312,-0.10221,1.23980,-0.42154,1.58393,1,31.00000
1740906949.882,5.52765,-0.02687,0.11444,1.19320,-1.57000,0.06586,-0.12819,1.23093,0.05042,1.71595,1,34.00000
1740906949.893,5.53879,-0.02683,0.07374,1.17750,-1.57000,0.06808,-0.15695,1.22508,0.52925,1.82082,1,36.00000
1740906949.904,5.54947,-0.02697,0.16559,1.17750,0.00000,0.07214,-0.17418,1.22423,1.02538,2.04614,1,40.00000
1740906949.913,5.55916,-0.02645,0.18457,1.16180,-1.57001,0.07660,-0.18490,1.22508,1.49743,2.30712,1,46.00000
1740906949.926,5.57137,-0.02572,0.11845,1.16180,0.00000,0.08003,-0.20806,1.23025,2.02431,2.49574,1,49.00000
1740906949.934,5.58008,-0.02552,0.05023,1.16180,0.00000,0.08250,-0.24317,1.23937,2.60445,2.61626,1,52.00000
1740906949.945,5.59096,-0.02559,0.10967,1.16180,0.00000,0.08629,-0.26986,1.25197,3.19346,2.82255,1,56.00000
1740906949.956,5.60174,-0.02566,0.14026,1.16180,0.00000,0.09076,-0.28841,1.26755,3.76364,3.08315,1,61.00000
1740906949.967,5.61250,-0.02497,0.16313,1.16180,0.00000,0.09576,-0.30452,1.28566,4.34493,3.30000,1,66.00000
1740906949.977,5.62297,-0.02464,0.15598,1.16180,0.00000,0.10078,-0.32421,1.30613,4.95531,3.30000,1,66.00000
1740906949.988,5.63382,-0.02483,0.28061,1.16180,0.00000,0.10809,-0.32903,1.32859,5.56470,3.30000,1,66.00000
1740906949.998,5.64428,-0.02212,0.44745,1.19320,3.14001,0.11823,-0.30775,1.35749,6.13789,3.30000,1,66.00000
1740906950.010,5.65544,-0.01867,-0.93857,1.24030,4.70999,0.10378,-0.44514,1.39602,6.78872,3.30000,1,66.00000
1740906950.019,5.66516,-0.02296,-1.46542,1.28740,4.70999,0.08123,-0.62827,1.44171,7.43185,2.49783,1,49.00000
1740906950.030,5.67579,-0.03250,-0.88604,1.33450,4.70999,0.07037,-0.72435,1.49175,7.98388,1.89922,1,37.00000
1740906950.041,5.68693,-0.03751,-0.44473,1.38160,4.71001,0.06745,-0.71697,1.54389,8.16500,1.91685,1,38.00000
1740906950.051,5.69672,-0.03858,-0.58577,1.42870,4.71001,0.06158,-0.69675,1.59608,8.11798,1.82150,1,36.00000
1740906950.062,5.70745,-0.04234,-0.63736,1.49150,6.28000,0.05473,-0.68968,1.64981,8.10476,1.64404,1,32.00000
1740906950.073,5.71887,-0.04431,0.13782,1.53860,4.70998,0.06141,-0.58911,1.70100,7.99472,2.30848,1,46.00000
1740906950.082,5.72826,-0.04280,-0.56997,1.58570,4.71001,0.05473,-0.57302,1.75157,7.87498,2.14065,1,42.00000
1740906950.093,5.73906,-0.04529,-0.47629,1.63280,4.70999,0.05011,-0.58332,1.80151,7.99889,1.99739,1,39.00000
1740906950.105,5.75079,-0.04870,-0.32335,1.67990,4.71001,0.04814,-0.56662,1.85155,8.03885,2.03778,1,40.00000
1740906950.115,5.76049,-0.04974,-0.03471,1.72700,4.71001,0.05101,-0.51109,1.90087,8.00208,2.39013,1,47.00000
1740906950.126,5.77147,-0.05055,0.23022,1.75840,3.14000,0.05805,-0.43034,1.94675,7.94104,2.98641,1,59.00000
1740906950.137,5.78272,-0.05013,-0.13310,1.78980,3.14001,0.05825,-0.41593,1.99109,8.02343,3.09814,1,61.00000
1740906950.146,5.79205,-0.05068,-0.26352,1.83690,4.70998,0.05646,-0.44766,2.03780,8.33592,3.00716,1,60.00000
1740906950.157,5.80258,-0.05157,-0.18664,1.88400,4.71001,0.05631,-0.47007,2.08713,8.66028,3.01757,1,60.00000
1740906950.168,5.81382,-0.05201,-0.18219,1.93110,4.70999,0.05631,-0.48197,2.13858,8.92332,3.06135,1,61.00000
1740906950.178,5.82363,-0.05177,-0.32275,1.97820,4.71001,0.05389,-0.50684,2.19172,9.17423,2.96261,1,59.00000
1740906950.189,5.83454,-0.05214,-0.51598,2.02530,4.70999,0.04830,-0.55177,2.24629,9.42710,2.66775,1,53.00000
1740906950.200,5.84550,-0.05526,-0.38842,2.07240,4.71001,0.04522,-0.57085,2.30140,9.60579,2.55015,1,51.00000
1740906950.212,5.85768,-0.05773,-0.32955,2.11950,4.71001,0.04310,-0.56531,2.35621,9.64900,2.53266,1,50.00000
1740906950.222,5.86735,-0.05997,-0.06413,2.16660,4.70998,0.04549,-0.52332,2.40966,9.61951,2.80692,1,56.00000
1740906950.231,5.87683,-0.06111,-0.36907,2.21370,4.71001,0.04217,-0.52018,2.46238,9.60040,2.71698,1,54.00000
1740906950.242,5.88745,-0.06176,-0.32114,2.26080,4.71001,0.03987,-0.52601,2.51443,9.67368,2.64934,1,52.00000
1740906950.253,5.89871,-0.06243,-0.29552,2.30790,4.71001,0.03802,-0.52350,2.56616,9.70088,2.61904,1,52.00000
1740906950.263,5.90845,-0.06450,-0.38694,2.33930,3.14000,0.03447,-0.52701,2.61488,9.67774,2.48768,1,49.00000
1740906950.273,5.91931,-0.06749,-0.12165,2.40210,6.27999,0.03561,-0.50122,2.66550,9.65517,2.64606,1,52.00000
1740906950.284,5.93007,-0.06968,-0.45017,2.44920,4.71001,0.03068,-0.50964,2.71552,9.60029,2.43622,1,48.00000
1740906950.295,5.94053,-0.07234,-0.23689,2.49630,4.70998,0.02971,-0.50176,2.76457,9.58991,2.44540,1,48.00000
1740906950.306,5.95176,-0.07386,-0.10284,2.54340,4.71001,0.03088,-0.46913,2.81275,9.49281,2.61015,1,52.00000
1740906950.315,5.96121,-0.07139,-0.42999,2.59050,4.71001,0.02608,-0.47940,2.86051,9.42843,2.39174,1,47.00000
1740906950.326,5.97190,-0.07315,-0.21999,2.63760,4.71001,0.02522,-0.47403,2.90757,9.41447,2.39048,1,47.00000
1740906950.337,5.98299,-0.07444,-0.38767,2.68470,4.70998,0.02123,-0.47874,2.95445,9.33329,2.21779,1,44.00000
1740906950.347,5.99267,-0.07758,-0.21844,2.73180,4.71003,0.02027,-0.46515,3.00046,9.24699,2.22713,1,44.00000
1740906950.357,6.00315,-0.07955,-0.18949,2.76320,3.13997,0.01958,-0.44074,3.04308,9.07984,2.26757,1,45.00000
1740906950.369,6.01460,-0.07749,-0.31600,2.81030,4.70998,0.01655,-0.43697,3.08545,8.94875,2.14734,1,42.00000
1740906950.379,6.02472,-0.07859,-0.14115,2.85740,4.71003,0.01664,-0.41764,3.12728,8.83707,2.20727,1,44.00000
1740906950.388,6.03416,-0.07935,-0.21159,2.92020,6.27999,0.01530,-0.40614,3.17152,8.72643,2.18527,1,43.00000
1740906950.399,6.04447,-0.07921,-0.17547,2.96730,4.71001,0.01459,-0.39571,3.21515,8.64313,2.18757,1,43.00000
1740906950.410,6.05614,-0.07858,-0.30785,2.99870,3.13997,0.01147,-0.40035,3.25623,8.54736,2.03639,1,40.00000
1740906950.420,6.06569,-0.08188,-0.03547,3.01440,1.57001,0.01314,-0.37204,3.29210,8.40503,2.17773,1,43.00000
1740906950.430,6.07597,-0.08027,-0.20239,3.07720,6.27999,0.01162,-0.36366,3.33153,8.27834,2.12822,1,42.00000
1740906950.442,6.08759,-0.08099,-0.11281,3.10860,3.14002,0.01172,-0.35252,3.36842,8.18783,2.15591,1,43.00000
1740906950.451,6.09719,-0.08165,-0.23005,3.14000,3.14000,0.00964,-0.35436,3.40386,8.08741,2.04850,1,40.00000
1740906950.462,6.10747,-0.08413,-0.04536,3.20280,6.27999,0.01090,-0.34062,3.44277,8.03619,2.13944,1,42.00000
1740906950.473,6.11884,-0.08442,-0.13689,3.21850,1.57001,0.01033,-0.33049,3.47717,7.91272,2.12882,1,42.00000
1740906950.483,6.12849,-0.08405,-0.09114,3.26560,4.70998,0.01059,-0.32400,3.51296,7.85468,2.15047,1,43.00000
1740906950.493,6.13914,-0.08431,-0.24969,3.29700,3.14002,0.00801,-0.33587,3.54763,7.79761,1.99432,1,39.00000
1740906950.505,6.15066,-0.08595,-0.15037,3.32840,3.13997,0.00729,-0.33691,3.58122,7.74160,1.94946,1,38.00000
1740906950.514,6.15996,-0.08847,-0.13195,3.35980,3.14002,0.00680,-0.32871,3.61377,7.62860,1.93539,1,38.00000
1740906950.524,6.17026,-0.08925,-0.10911,3.40690,4.70998,0.00664,-0.31948,3.64771,7.52947,1.94230,1,38.00000
1740906950.536,6.18183,-0.09018,-0.15555,3.42260,1.57001,0.00558,-0.31448,3.67775,7.40372,1.88995,1,37.00000
1740906950.546,6.19150,-0.09155,-0.11000,3.45400,3.14002,0.00530,-0.30723,3.70712,7.29361,1.87861,1,37.00000
1740906950.556,6.20178,-0.09202,-0.15631,3.48540,3.14000,0.00413,-0.30493,3.73590,7.17846,1.81358,1,36.00000
1740906950.568,6.21350,-0.09247,-0.16044,3.51680,3.14000,0.00289,-0.30445,3.76413,7.07142,1.74058,1,34.00000
1740906950.577,6.22318,-0.09343,-0.26594,3.53250,1.56999,-0.00024,-0.31304,3.78946,6.93516,1.55313,1,31.00000
1740906950.589,6.23523,-0.09494,-0.08294,3.56390,3.14002,-0.00009,-0.29892,3.81441,6.78229,1.57249,1,31.00000
1740906950.599,6.24450,-0.09429,-0.20226,3.57960,1.57001,-0.00227,-0.29124,3.83645,6.56437,1.46389,1,29.00000
1740906950.609,6.25498,-0.09492,-0.22074,3.61100,3.13997,-0.00475,-0.29150,3.85838,6.38797,1.32224,1,26.00000
1740906950.621,6.26648,-0.09592,-0.19138,3.62670,1.57001,-0.00675,-0.28431,3.87754,6.17052,1.21654,1,24.00000
